x position,y position,Simulation Output (V),Analytical Output (V),Absolure error (%),Relative error (%)
-0.6326530612244898,0.42857142857142855,0.09173811636314481,0.0953854261404684,0.0,3.98
-0.6326530612244898,0.46938775510204084,0.15406624011507072,0.16494827835340697,0.01,7.06
-0.6326530612244898,0.5102040816326531,0.22419399106402155,0.24083502622206707,0.02,7.42
-0.6326530612244898,0.5510204081632653,0.30479406122835356,0.32304566974644927,0.02,5.99
-0.6326530612244898,0.5918367346938775,0.392344679503725,0.4115802089265527,0.02,4.9
-0.6326530612244898,0.6326530612244898,0.477318653795594,0.5064386437623782,0.03,6.1
-0.6326530612244898,0.673469387755102,0.5740802759193309,0.6076209742539247,0.03,5.84
-0.6326530612244898,0.7142857142857143,0.6763437749062521,0.7151272004011932,0.04,5.73
-0.6326530612244898,0.7551020408163265,0.7830951620485829,0.8289573222041833,0.05,5.86
-0.5918367346938775,-0.7959183673469388,0.8624882957206328,0.9174578619452779,0.05,6.37
-0.5918367346938775,-0.7551020408163265,0.7601525699637681,0.8050557165806762,0.04,5.91
-0.5918367346938775,-0.7142857142857143,0.6593617189440822,0.6985694736036852,0.04,5.95
-0.5918367346938775,-0.673469387755102,0.566144222408121,0.5979991330143055,0.03,5.63
-0.5918367346938775,-0.6326530612244898,0.47467138507565887,0.5033446948125356,0.03,6.04
-0.5918367346938775,-0.5918367346938775,0.38937501384121603,0.41460615899837655,0.03,6.48
-0.5918367346938775,-0.5510204081632653,0.31227208853557004,0.3317835255718284,0.02,6.25
-0.5918367346938775,-0.5102040816326531,0.2407681548826878,0.25487679453289025,0.01,5.86
-0.5918367346938775,-0.46938775510204084,0.1750248920659057,0.18388596588156297,0.01,5.06
-0.5918367346938775,-0.42857142857142855,0.1094121647833572,0.11881103961784616,0.01,8.59
-0.5918367346938775,-0.3877551020408163,0.05385933859770921,0.05965201574174,0.01,10.76
-0.5918367346938775,-0.3469387755102041,0.002013572171252516,0.006408894253244779,0.0,218.28
-0.5918367346938775,-0.30612244897959184,-0.035647884133625865,-0.040918324847639846,0.01,14.78
-0.5918367346938775,-0.2653061224489796,-0.08050060143897002,-0.08232964156091456,0.0,2.27
-0.5918367346938775,-0.22448979591836735,-0.11249399151245447,-0.11782505588657814,0.01,4.74
-0.5918367346938775,-0.1836734693877551,-0.13570171556692773,-0.14740456782463107,0.01,8.62
-0.5918367346938775,-0.14285714285714285,-0.15965728943662047,-0.17106817737507318,0.01,7.15
-0.5918367346938775,-0.10204081632653061,-0.17335134111748687,-0.18881588453790507,0.02,8.92
-0.5918367346938775,-0.061224489795918366,-0.1865507235017127,-0.20064768931312627,0.01,7.56
-0.5918367346938775,-0.02040816326530612,-0.19755570062933714,-0.20656359170073693,0.01,4.56
-0.5918367346938775,0.02040816326530612,-0.1931912928308448,-0.20656359170073693,0.01,6.92
-0.5918367346938775,0.061224489795918366,-0.18792717242959806,-0.20064768931312627,0.01,6.77
-0.5918367346938775,0.10204081632653061,-0.17812357758753553,-0.18881588453790507,0.01,6.0
-0.5918367346938775,0.14285714285714285,-0.16246254307997882,-0.17106817737507318,0.01,5.3
-0.5918367346938775,0.1836734693877551,-0.14453299971881797,-0.14740456782463107,0.0,1.99
-0.5918367346938775,0.22448979591836735,-0.1129774483472014,-0.11782505588657814,0.0,4.29
-0.5918367346938775,0.2653061224489796,-0.07731179510200262,-0.08232964156091456,0.01,6.49
-0.5918367346938775,0.30612244897959184,-0.03446502861491357,-0.040918324847639846,0.01,18.72
-0.5918367346938775,0.3469387755102041,0.005511274916561537,0.006408894253244779,0.0,16.29
-0.5918367346938775,0.3877551020408163,0.05469715103258695,0.05965201574174,0.0,9.06
-0.5918367346938775,0.42857142857142855,0.11259355030207527,0.11881103961784616,0.01,5.52
-0.5918367346938775,0.46938775510204084,0.17064774929817764,0.18388596588156297,0.01,7.76
-0.5918367346938775,0.5102040816326531,0.2407833739912662,0.25487679453289025,0.01,5.85
-0.5918367346938775,0.5510204081632653,0.31277056021956984,0.3317835255718284,0.02,6.08
-0.5918367346938775,0.5918367346938775,0.38918329716944583,0.41460615899837655,0.03,6.53
-0.5918367346938775,0.6326530612244898,0.4731941867873818,0.5033446948125356,0.03,6.37
-0.5918367346938775,0.673469387755102,0.5634480599426848,0.5979991330143055,0.03,6.13
-0.5918367346938775,0.7142857142857143,0.6614568124597534,0.6985694736036852,0.04,5.61
-0.5918367346938775,0.7551020408163265,0.7609528399398509,0.8050557165806762,0.04,5.8
-0.5918367346938775,0.7959183673469388,0.8618816959455182,0.9174578619452779,0.06,6.45
