x position,y position,Simulation Output (V),Analytical Output (V),Absolure error (%),Relative error (%)
-0.5510204081632653,-0.7959183673469388,0.8291463182208105,0.8798884818400494,0.05,6.12
-0.5510204081632653,-0.7551020408163265,0.7345440482344903,0.7752382085695587,0.04,5.54
-0.5510204081632653,-0.7142857142857143,0.6394742030863222,0.6760958444185671,0.04,5.73
-0.5510204081632653,-0.673469387755102,0.5515834024794799,0.5824613893870748,0.03,5.6
-0.5510204081632653,-0.6326530612244898,0.46683185059997373,0.49433484347508266,0.03,5.89
-0.5510204081632653,-0.5918367346938775,0.3911809751544904,0.4117162066825897,0.02,5.25
-0.5510204081632653,-0.5510204081632653,0.3173631232262275,0.33460547900959636,0.02,5.43
-0.5510204081632653,-0.5102040816326531,0.2507984764500575,0.2630026604561023,0.01,4.87
-0.5510204081632653,-0.46938775510204084,0.18792968742162466,0.19690775102210822,0.01,4.78
-0.5510204081632653,-0.42857142857142855,0.1274458239092804,0.13632075070761315,0.01,6.96
-0.5510204081632653,-0.3877551020408163,0.07658197230332918,0.08124165951261832,0.0,6.08
-0.5510204081632653,-0.3469387755102041,0.03136863630874641,0.03167047743712232,0.0,0.96
-0.5510204081632653,-0.30612244897959184,-0.010181669973091636,-0.012392795518873937,0.0,21.72
-0.5510204081632653,-0.2653061224489796,-0.0490029359766738,-0.050948159355370726,0.0,3.97
-0.5510204081632653,-0.22448979591836735,-0.08398171093049843,-0.08399561407236762,0.0,0.02
-0.5510204081632653,-0.1836734693877551,-0.10563231429713107,-0.11153515966986537,0.01,5.59
-0.5510204081632653,-0.14285714285714285,-0.12303154226604596,-0.13356679614786351,0.01,8.56
-0.5510204081632653,-0.10204081632653061,-0.14387990930046352,-0.15009052350636212,0.01,4.32
-0.5510204081632653,-0.061224489795918366,-0.15019274567184637,-0.1611063417453611,0.01,7.27
-0.5510204081632653,-0.02040816326530612,-0.161449800284246,-0.16661425086486065,0.01,3.2
-0.5510204081632653,0.02040816326530612,-0.1640942866912895,-0.16661425086486065,0.0,1.54
-0.5510204081632653,0.061224489795918366,-0.15005329876254397,-0.1611063417453611,0.01,7.37
-0.5510204081632653,0.10204081632653061,-0.13932300051206617,-0.15009052350636212,0.01,7.73
-0.5510204081632653,0.14285714285714285,-0.12361289708099739,-0.13356679614786351,0.01,8.05
-0.5510204081632653,0.1836734693877551,-0.10666928160962538,-0.11153515966986537,0.0,4.56
-0.5510204081632653,0.22448979591836735,-0.0781609809050958,-0.08399561407236762,0.01,7.46
-0.5510204081632653,0.2653061224489796,-0.04830233373134891,-0.050948159355370726,0.0,5.48
-0.5510204081632653,0.30612244897959184,-0.011099927956234093,-0.012392795518873937,0.0,11.65
-0.5510204081632653,0.3469387755102041,0.029229182540810833,0.03167047743712232,0.0,8.35
-0.5510204081632653,0.3877551020408163,0.07470702223566403,0.08124165951261832,0.01,8.75
-0.5510204081632653,0.42857142857142855,0.1293051738324502,0.13632075070761315,0.01,5.43
-0.5510204081632653,0.46938775510204084,0.18141849968385595,0.19690775102210822,0.02,8.54
-0.5510204081632653,0.5102040816326531,0.2493411561512676,0.2630026604561023,0.01,5.48
-0.5510204081632653,0.5510204081632653,0.3175736809610019,0.33460547900959636,0.02,5.36
-0.5510204081632653,0.5918367346938775,0.3907210432959386,0.4117162066825897,0.02,5.37
-0.5510204081632653,0.6326530612244898,0.4678542130691333,0.49433484347508266,0.03,5.66
-0.5510204081632653,0.673469387755102,0.5516621384098659,0.5824613893870748,0.03,5.58
-0.5510204081632653,0.7142857142857143,0.6425815402962027,0.6760958444185671,0.03,5.22
-0.5510204081632653,0.7551020408163265,0.7331576526198413,0.7752382085695587,0.04,5.74
-0.5510204081632653,0.7959183673469388,0.8322168522366727,0.8798884818400494,0.05,5.73
-0.5102040816326531,-0.8367346938775511,0.886275865737941,0.9388095096430911,0.05,5.93
-0.5102040816326531,-0.7959183673469388,0.7895980937084672,0.8368111926153218,0.05,5.98
-0.5102040816326531,-0.7551020408163265,0.6995942556767549,0.7399127914389411,0.04,5.76
-0.5102040816326531,-0.7142857142857143,0.6157742410096709,0.6481143061139492,0.03,5.25
-0.5102040816326531,-0.673469387755102,0.5299140244222559,0.5614157366403454,0.03,5.94
-0.5102040816326531,-0.6326530612244898,0.45574270114967214,0.4798170830181302,0.02,5.28
-0.5102040816326531,-0.5918367346938775,0.3790928549815592,0.4033183452473032,0.02,6.39
-0.5102040816326531,-0.5510204081632653,0.3117176547094953,0.33191952332786484,0.02,6.48
-0.5102040816326531,-0.5102040816326531,0.25036854274084674,0.26562061725981534,0.02,6.09
-0.5102040816326531,-0.46938775510204084,0.1915582298663297,0.2044216270431536,0.01,6.72
-0.5102040816326531,-0.42857142857142855,0.13906814979113216,0.14832255267788058,0.01,6.65
-0.5102040816326531,-0.3877551020408163,0.09220962957590503,0.09732339416399642,0.01,5.55
-0.5102040816326531,-0.3469387755102041,0.05248769776805693,0.05142415150150022,0.0,2.03
-0.5102040816326531,-0.30612244897959184,0.004561127668637905,0.01062482469039262,0.01,132.94
-0.5102040816326531,-0.2653061224489796,-0.02143279189929587,-0.025074586269326505,0.0,16.99
-0.5102040816326531,-0.22448979591836735,-0.05036472739750105,-0.055674081377657364,0.01,10.54
-0.5102040816326531,-0.1836734693877551,-0.07667795724226698,-0.08117366063459948,0.0,5.86
-0.5102040816326531,-0.14285714285714285,-0.1003849229132258,-0.10157332404015326,0.0,1.18
-0.5102040816326531,-0.10204081632653061,-0.10833357092648979,-0.11687307159431877,0.01,7.88
-0.5102040816326531,-0.061224489795918366,-0.1212814372280822,-0.1270729032970956,0.01,4.78
-0.5102040816326531,-0.02040816326530612,-0.12413224755286989,-0.13217281914848408,0.01,6.48
-0.5102040816326531,0.02040816326530612,-0.12484226108956946,-0.13217281914848408,0.01,5.87
-0.5102040816326531,0.061224489795918366,-0.1232278723787521,-0.1270729032970956,0.0,3.12
-0.5102040816326531,0.10204081632653061,-0.11039978967865169,-0.11687307159431877,0.01,5.86
-0.5102040816326531,0.14285714285714285,-0.09579557191088146,-0.10157332404015326,0.01,6.03
-0.5102040816326531,0.1836734693877551,-0.08040448419207796,-0.08117366063459948,0.0,0.96
-0.5102040816326531,0.22448979591836735,-0.051513008081254474,-0.055674081377657364,0.0,8.08
-0.5102040816326531,0.2653061224489796,-0.01937376111498009,-0.025074586269326505,0.01,29.43
-0.5102040816326531,0.30612244897959184,0.013381409931051214,0.01062482469039262,0.0,20.6
-0.5102040816326531,0.3469387755102041,0.05040367346295453,0.05142415150150022,0.0,2.02
-0.5102040816326531,0.3877551020408163,0.09321559568302575,0.09732339416399642,0.0,4.41
-0.5102040816326531,0.42857142857142855,0.13936129999801233,0.14832255267788058,0.01,6.43
-0.5102040816326531,0.46938775510204084,0.19657573781063659,0.2044216270431536,0.01,3.99
-0.5102040816326531,0.5102040816326531,0.25073207925188806,0.26562061725981534,0.01,5.94
-0.5102040816326531,0.5510204081632653,0.3148202634224785,0.33191952332786484,0.02,5.43
-0.5102040816326531,0.5918367346938775,0.38471299334987685,0.4033183452473032,0.02,4.84
-0.5102040816326531,0.6326530612244898,0.45563412964436223,0.4798170830181302,0.02,5.31
-0.5102040816326531,0.673469387755102,0.5302043521388232,0.5614157366403454,0.03,5.89
-0.5102040816326531,0.7142857142857143,0.6139724299791538,0.6481143061139492,0.03,5.56
-0.5102040816326531,0.7551020408163265,0.6998362339763932,0.7399127914389411,0.04,5.73
-0.5102040816326531,0.7959183673469388,0.7936672767623847,0.8368111926153218,0.04,5.44
-0.5102040816326531,0.8367346938775511,0.8869274279880275,0.9388095096430911,0.05,5.85
-0.46938775510204084,-0.8775510204081632,0.9178362920757033,0.981002813453578,0.06,6.88
-0.46938775510204084,-0.8367346938775511,0.8351413508204679,0.8824724392047533,0.05,5.67
-0.46938775510204084,-0.7959183673469388,0.7444359787548245,0.7886339875392055,0.04,5.94
-0.46938775510204084,-0.7551020408163265,0.664941059062935,0.6994874584569353,0.03,5.2
-0.46938775510204084,-0.7142857142857143,0.5802477120142563,0.6150328519579426,0.03,5.99
-0.46938775510204084,-0.673469387755102,0.5093494653378924,0.5352701680422274,0.03,5.09
-0.46938775510204084,-0.6326530612244898,0.4379307817628654,0.46019940670978926,0.02,5.08
-0.46938775510204084,-0.5918367346938775,0.3647649496884876,0.3898205679606287,0.03,6.87
-0.46938775510204084,-0.5510204081632653,0.3032799812232946,0.32413365179474546,0.02,6.88
-0.46938775510204084,-0.5102040816326531,0.24868813588074473,0.26313865821213933,0.01,5.81
-0.46938775510204084,-0.46938775510204084,0.2000218816718668,0.20683558721281106,0.01,3.41
-0.46938775510204084,-0.42857142857142855,0.1417851353268363,0.15522443879675987,0.01,9.48
-0.46938775510204084,-0.3877551020408163,0.10244558545196085,0.10830521296398608,0.01,5.72
-0.46938775510204084,-0.3469387755102041,0.062405765331679,0.0660779097144898,0.0,5.88
-0.46938775510204084,-0.30612244897959184,0.023979794967162148,0.028542529048270624,0.0,19.03
-0.46938775510204084,-0.2653061224489796,-0.001806377300860145,-0.004300929034670853,0.0,138.1
-0.46938775510204084,-0.22448979591836735,-0.029945973615211452,-0.032452464534335305,0.0,8.37
-0.46938775510204084,-0.1836734693877551,-0.05307702244142891,-0.05591207745072221,0.0,5.34
-0.46938775510204084,-0.14285714285714285,-0.07442798299927042,-0.07467976778383151,0.0,0.34
-0.46938775510204084,-0.10204081632653061,-0.08315181901211226,-0.08875553553366373,0.01,6.74
-0.46938775510204084,-0.061224489795918366,-0.09232070099357384,-0.09813938070021844,0.01,6.3
-0.46938775510204084,-0.02040816326530612,-0.09949832171507338,-0.10283130328349582,0.0,3.35
-0.46938775510204084,0.02040816326530612,-0.10048844852581278,-0.10283130328349582,0.0,2.33
-0.46938775510204084,0.061224489795918366,-0.09757248415647714,-0.09813938070021844,0.0,0.58
-0.46938775510204084,0.10204081632653061,-0.08186799256570823,-0.08875553553366373,0.01,8.41
-0.46938775510204084,0.14285714285714285,-0.073917245835844,-0.07467976778383151,0.0,1.03
-0.46938775510204084,0.1836734693877551,-0.05277999042834065,-0.05591207745072221,0.0,5.93
-0.46938775510204084,0.22448979591836735,-0.028650242003341365,-0.032452464534335305,0.0,13.27
-0.46938775510204084,0.2653061224489796,-0.002979668759093906,-0.004300929034670853,0.0,44.34
-0.46938775510204084,0.30612244897959184,0.02727985266641005,0.028542529048270624,0.0,4.63
-0.46938775510204084,0.3469387755102041,0.061871903434035105,0.0660779097144898,0.0,6.8
-0.46938775510204084,0.3877551020408163,0.10140889289253349,0.10830521296398608,0.01,6.8
-0.46938775510204084,0.42857142857142855,0.14173130249069948,0.15522443879675987,0.01,9.52
-0.46938775510204084,0.46938775510204084,0.19865363523276142,0.20683558721281106,0.01,4.12
-0.46938775510204084,0.5102040816326531,0.24602539336510115,0.26313865821213933,0.02,6.96
-0.46938775510204084,0.5510204081632653,0.30500795224123933,0.32413365179474546,0.02,6.27
-0.46938775510204084,0.5918367346938775,0.3730508987754554,0.3898205679606287,0.02,4.5
-0.46938775510204084,0.6326530612244898,0.43527803651734365,0.46019940670978926,0.02,5.73
-0.46938775510204084,0.673469387755102,0.5064416765924604,0.5352701680422274,0.03,5.69
-0.46938775510204084,0.7142857142857143,0.5801229709250589,0.6150328519579426,0.03,6.02
-0.46938775510204084,0.7551020408163265,0.6634185296182129,0.6994874584569353,0.04,5.44
-0.46938775510204084,0.7959183673469388,0.743893078894255,0.7886339875392055,0.04,6.01
-0.46938775510204084,0.8367346938775511,0.832002097981864,0.8824724392047533,0.05,6.07
-0.46938775510204084,0.8775510204081632,0.9186404240127877,0.981002813453578,0.06,6.79
-0.42857142857142855,-0.8775510204081632,0.8602227397482972,0.9114059618016302,0.05,5.95
-0.42857142857142855,-0.8367346938775511,0.7766275993411179,0.8214434461831379,0.04,5.77
-0.42857142857142855,-0.7959183673469388,0.6954126438739032,0.7357648598798119,0.04,5.8
-0.42857142857142855,-0.7551020408163265,0.6159905728543263,0.6543702028916523,0.04,6.23
-0.42857142857142855,-0.7142857142857143,0.5455604574967888,0.5772594752186587,0.03,5.81
-0.42857142857142855,-0.673469387755102,0.4769800169259186,0.5044326768608317,0.03,5.76
-0.42857142857142855,-0.6326530612244898,0.4129919583370921,0.435889807818171,0.02,5.54
-0.42857142857142855,-0.5918367346938775,0.3516419363578545,0.3716308680906766,0.02,5.68
-0.42857142857142855,-0.5510204081632653,0.29730276267937483,0.31165585767834825,0.01,4.83
-0.42857142857142855,-0.5102040816326531,0.24497359161521404,0.25596477658118644,0.01,4.49
-0.42857142857142855,-0.46938775510204084,0.19223874909074173,0.20455762479919076,0.01,6.41
-0.42857142857142855,-0.42857142857142855,0.1524600884183287,0.1574344023323615,0.0,3.26
-0.42857142857142855,-0.3877551020408163,0.10506106109848763,0.1145951091806985,0.01,9.07
-0.42857142857142855,-0.3469387755102041,0.07408312219632349,0.07603974534420181,0.0,2.64
-0.42857142857142855,-0.30612244897959184,0.04015889602428069,0.04176831082287142,0.0,4.01
-0.42857142857142855,-0.2653061224489796,0.011740798441760533,0.011780805616707359,0.0,0.34
-0.42857142857142855,-0.22448979591836735,-0.015346395902447916,-0.013922770274290522,0.0,9.28
-0.42857142857142855,-0.1836734693877551,-0.03442472461565067,-0.03534241685012202,0.0,2.67
-0.42857142857142855,-0.14285714285714285,-0.04708103951428449,-0.05247813411078715,0.01,11.46
-0.42857142857142855,-0.10204081632653061,-0.06513824247098329,-0.06532992205628604,0.0,0.29
-0.42857142857142855,-0.061224489795918366,-0.0709465469723292,-0.07389778068661866,0.0,4.16
-0.42857142857142855,-0.02040816326530612,-0.07455455207152252,-0.07818171000178493,0.0,4.87
-0.42857142857142855,0.02040816326530612,-0.07084818160078594,-0.07818171000178493,0.01,10.35
-0.42857142857142855,0.061224489795918366,-0.07489779507376886,-0.07389778068661866,0.0,1.34
-0.42857142857142855,0.10204081632653061,-0.05843551670774284,-0.06532992205628604,0.01,11.8
-0.42857142857142855,0.14285714285714285,-0.051032097445046255,-0.05247813411078715,0.0,2.83
-0.42857142857142855,0.1836734693877551,-0.030967876647622815,-0.03534241685012202,0.0,14.13
-0.42857142857142855,0.22448979591836735,-0.011810984478070182,-0.013922770274290522,0.0,17.88
-0.42857142857142855,0.2653061224489796,0.014184592438507945,0.011780805616707359,0.0,16.95
-0.42857142857142855,0.30612244897959184,0.043584987463607186,0.04176831082287142,0.0,4.17
-0.42857142857142855,0.3469387755102041,0.07213611091132148,0.07603974534420181,0.0,5.41
-0.42857142857142855,0.3877551020408163,0.10694188540776292,0.1145951091806985,0.01,7.16
-0.42857142857142855,0.42857142857142855,0.15110653960873027,0.1574344023323615,0.01,4.19
-0.42857142857142855,0.46938775510204084,0.19266849186186735,0.20455762479919076,0.01,6.17
-0.42857142857142855,0.5102040816326531,0.24406355286706122,0.25596477658118644,0.01,4.88
-0.42857142857142855,0.5510204081632653,0.29500047426343085,0.31165585767834825,0.02,5.65
-0.42857142857142855,0.5918367346938775,0.34897675837856623,0.3716308680906766,0.02,6.49
-0.42857142857142855,0.6326530612244898,0.41045487997348695,0.435889807818171,0.03,6.2
-0.42857142857142855,0.673469387755102,0.4806443969954426,0.5044326768608317,0.02,4.95
-0.42857142857142855,0.7142857142857143,0.5451445782386466,0.5772594752186587,0.03,5.89
-0.42857142857142855,0.7551020408163265,0.6178611582425345,0.6543702028916523,0.04,5.91
-0.42857142857142855,0.7959183673469388,0.697157298571258,0.7357648598798119,0.04,5.54
-0.42857142857142855,0.8367346938775511,0.7767123165386512,0.8214434461831379,0.04,5.76
-0.42857142857142855,0.8775510204081632,0.8619526048073259,0.9114059618016302,0.05,5.74
-0.3877551020408163,-0.9183673469387755,0.8645410377402637,0.9227957738697311,0.06,6.74
-0.3877551020408163,-0.8775510204081632,0.7919898819826656,0.8375251808345163,0.05,5.75
-0.3877551020408163,-0.8367346938775511,0.7137579404094858,0.7561305238463565,0.04,5.94
-0.3877551020408163,-0.7959183673469388,0.6432854391125525,0.678611802905252,0.04,5.49
-0.3877551020408163,-0.7551020408163265,0.5718652333440732,0.6049690180112028,0.03,5.79
-0.3877551020408163,-0.7142857142857143,0.5041717225707438,0.5352021691642089,0.03,6.15
-0.3877551020408163,-0.673469387755102,0.4451861011405326,0.46931125636426996,0.02,5.42
-0.3877551020408163,-0.6326530612244898,0.38819302084354956,0.4072962796113865,0.02,4.92
-0.3877551020408163,-0.5918367346938775,0.329797818014065,0.3491572389055581,0.02,5.87
-0.3877551020408163,-0.5510204081632653,0.28224448437201444,0.29489413424678484,0.01,4.48
-0.3877551020408163,-0.5102040816326531,0.23163615474769697,0.24450696563506708,0.01,5.56
-0.3877551020408163,-0.46938775510204084,0.18578267556077077,0.1979957330704044,0.01,6.57
-0.3877551020408163,-0.42857142857142855,0.14412442888289292,0.15536043655279674,0.01,7.8
-0.3877551020408163,-0.3877551020408163,0.11152717751512442,0.1166010760822447,0.01,4.55
-0.3877551020408163,-0.3469387755102041,0.07598644518592906,0.08171765165874757,0.01,7.54
-0.3877551020408163,-0.30612244897959184,0.049384867766254684,0.0507101632823059,0.0,2.68
-0.3877551020408163,-0.2653061224489796,0.021842885837702337,0.023578610952919327,0.0,7.95
-0.3877551020408163,-0.22448979591836735,0.0003913889904988136,0.00032299467058801297,0.0,17.47
-0.3877551020408163,-0.1836734693877551,-0.013672279202418341,-0.019056685564688283,0.01,39.38
-0.3877551020408163,-0.14285714285714285,-0.03329882435904746,-0.03456042975290909,0.0,3.79
-0.3877551020408163,-0.10204081632653061,-0.042944855078096394,-0.0461882378940747,0.0,7.55
-0.3877551020408163,-0.061224489795918366,-0.049045467567027226,-0.053940109988185214,0.0,9.98
-0.3877551020408163,-0.02040816326530612,-0.05086936977744481,-0.057816046035240404,0.01,13.66
-0.3877551020408163,0.02040816326530612,-0.05369681059153978,-0.057816046035240404,0.0,7.67
-0.3877551020408163,0.061224489795918366,-0.05139534216693855,-0.053940109988185214,0.0,4.95
-0.3877551020408163,0.10204081632653061,-0.04399427099156797,-0.0461882378940747,0.0,4.99
-0.3877551020408163,0.14285714285714285,-0.03436734389170857,-0.03456042975290909,0.0,0.56
-0.3877551020408163,0.1836734693877551,-0.01729005099782,-0.019056685564688283,0.0,10.22
-0.3877551020408163,0.22448979591836735,-0.0013365311870101259,0.00032299467058801297,0.0,124.17
-0.3877551020408163,0.2653061224489796,0.024897738067378362,0.023578610952919327,0.0,5.3
-0.3877551020408163,0.30612244897959184,0.04890490158552604,0.0507101632823059,0.0,3.69
-0.3877551020408163,0.3469387755102041,0.07782725631727302,0.08171765165874757,0.0,5.0
-0.3877551020408163,0.3877551020408163,0.10857983595700398,0.1166010760822447,0.01,7.39
-0.3877551020408163,0.42857142857142855,0.14720909041317237,0.15536043655279674,0.01,5.54
-0.3877551020408163,0.46938775510204084,0.18395111170353723,0.1979957330704044,0.01,7.63
-0.3877551020408163,0.5102040816326531,0.23437900871990772,0.24450696563506708,0.01,4.32
-0.3877551020408163,0.5510204081632653,0.2782179690372775,0.29489413424678484,0.02,5.99
-0.3877551020408163,0.5918367346938775,0.3323349025405519,0.3491572389055581,0.02,5.06
-0.3877551020408163,0.6326530612244898,0.3840255805417076,0.4072962796113865,0.02,6.06
-0.3877551020408163,0.673469387755102,0.4452497968115243,0.46931125636426996,0.02,5.4
-0.3877551020408163,0.7142857142857143,0.5054603644861861,0.5352021691642089,0.03,5.88
-0.3877551020408163,0.7551020408163265,0.5690580787635897,0.6049690180112028,0.04,6.31
-0.3877551020408163,0.7959183673469388,0.6393037164466425,0.678611802905252,0.04,6.15
-0.3877551020408163,0.8367346938775511,0.7152213703636628,0.7561305238463565,0.04,5.72
-0.3877551020408163,0.8775510204081632,0.7920386072656235,0.8375251808345163,0.05,5.74
-0.3877551020408163,0.9183673469387755,0.8632471279103708,0.9227957738697311,0.06,6.9
-0.3469387755102041,-0.9183673469387755,0.7893290958989896,0.8360632049571183,0.05,5.92
-0.3469387755102041,-0.8775510204081632,0.718828369354973,0.7597684638203469,0.04,5.7
-0.3469387755102041,-0.8367346938775511,0.6479235240496031,0.68694166546252,0.04,6.02
-0.3469387755102041,-0.7959183673469388,0.5853700695545451,0.6175828098836369,0.03,5.5
-0.3469387755102041,-0.7551020408163265,0.5210080101662327,0.5516918970836979,0.03,5.89
-0.3469387755102041,-0.7142857142857143,0.4589683921192972,0.48926892706270336,0.03,6.6
-0.3469387755102041,-0.673469387755102,0.40698774888841693,0.4303138998206528,0.02,5.73
-0.3469387755102041,-0.6326530612244898,0.35617943706057975,0.37482681535754664,0.02,5.24
-0.3469387755102041,-0.5918367346938775,0.3032422184770646,0.3228076736733845,0.02,6.45
-0.3469387755102041,-0.5510204081632653,0.2601520442745269,0.27425647476816617,0.01,5.42
-0.3469387755102041,-0.5102040816326531,0.21532193582822218,0.22917321864189252,0.01,6.43
-0.3469387755102041,-0.46938775510204084,0.17743279073238438,0.1875579052945626,0.01,5.71
-0.3469387755102041,-0.42857142857142855,0.14104583244703403,0.149410534726177,0.01,5.93
-0.3469387755102041,-0.3877551020408163,0.1061881762979527,0.11473110693673556,0.01,8.05
-0.3469387755102041,-0.3469387755102041,0.07809243518878521,0.08351962192623823,0.01,6.95
-0.3469387755102041,-0.30612244897959184,0.053810167369551076,0.05577607969468504,0.0,3.65
-0.3469387755102041,-0.2653061224489796,0.03308738789263667,0.03150048024207602,0.0,4.8
-0.3469387755102041,-0.22448979591836735,0.010629078782601824,0.010692823568411077,0.0,0.6
-0.3469387755102041,-0.1836734693877551,-0.010046699213267458,-0.006646890326309591,0.0,33.84
-0.3469387755102041,-0.14285714285714285,-0.019976627791513803,-0.020518661442086236,0.0,2.71
-0.3469387755102041,-0.10204081632653061,-0.03003118517053004,-0.030922489778918656,0.0,2.97
-0.3469387755102041,-0.061224489795918366,-0.03851283869788832,-0.03785837533680693,0.0,1.7
-0.3469387755102041,-0.02040816326530612,-0.03829844654089816,-0.04132631811575108,0.0,7.91
-0.3469387755102041,0.02040816326530612,-0.03868140526042682,-0.04132631811575108,0.0,6.84
-0.3469387755102041,0.061224489795918366,-0.03518000403040682,-0.03785837533680693,0.0,7.61
-0.3469387755102041,0.10204081632653061,-0.02911816906380632,-0.030922489778918656,0.0,6.2
-0.3469387755102041,0.14285714285714285,-0.01582094149029204,-0.020518661442086236,0.0,29.69
-0.3469387755102041,0.1836734693877551,-0.00530288630833193,-0.006646890326309591,0.0,25.34
-0.3469387755102041,0.22448979591836735,0.0065723615905434445,0.010692823568411077,0.0,62.69
-0.3469387755102041,0.2653061224489796,0.02906522475506726,0.03150048024207602,0.0,8.38
-0.3469387755102041,0.30612244897959184,0.053347374078543196,0.05577607969468504,0.0,4.55
-0.3469387755102041,0.3469387755102041,0.07580722593988906,0.08351962192623823,0.01,10.17
-0.3469387755102041,0.3877551020408163,0.10934203798791846,0.11473110693673556,0.01,4.93
-0.3469387755102041,0.42857142857142855,0.1457900301102176,0.149410534726177,0.0,2.48
-0.3469387755102041,0.46938775510204084,0.1803003849224154,0.1875579052945626,0.01,4.03
-0.3469387755102041,0.5102040816326531,0.21515337236883997,0.22917321864189252,0.01,6.52
-0.3469387755102041,0.5510204081632653,0.2597362304801706,0.27425647476816617,0.01,5.59
-0.3469387755102041,0.5918367346938775,0.3046028965951887,0.3228076736733845,0.02,5.98
-0.3469387755102041,0.6326530612244898,0.3526287337113409,0.37482681535754664,0.02,6.3
-0.3469387755102041,0.673469387755102,0.40822366660890425,0.4303138998206528,0.02,5.41
-0.3469387755102041,0.7142857142857143,0.4627232868212829,0.48926892706270336,0.03,5.74
-0.3469387755102041,0.7551020408163265,0.5227802088156915,0.5516918970836979,0.03,5.53
-0.3469387755102041,0.7959183673469388,0.5848139727037093,0.6175828098836369,0.03,5.6
-0.3469387755102041,0.8367346938775511,0.6483397575644221,0.68694166546252,0.04,5.95
-0.3469387755102041,0.8775510204081632,0.7188231571605634,0.7597684638203469,0.04,5.7
-0.3469387755102041,0.9183673469387755,0.7882967826545939,0.8360632049571183,0.05,6.06
-0.30612244897959184,-0.9183673469387755,0.7051530689580042,0.7458626932655614,0.04,5.77
-0.30612244897959184,-0.8775510204081632,0.6385849272780265,0.6785438040272331,0.04,6.26
-0.30612244897959184,-0.8367346938775511,0.5785218578802785,0.6142848642997394,0.04,6.18
-0.30612244897959184,-0.7959183673469388,0.5246755246021915,0.5530858740830777,0.03,5.41
-0.30612244897959184,-0.7551020408163265,0.46708278121696767,0.4949468333772495,0.03,5.97
-0.30612244897959184,-0.7142857142857143,0.4156289225379723,0.43986774218225405,0.02,5.83
-0.30612244897959184,-0.673469387755102,0.367689353475346,0.3878486004980919,0.02,5.48
-0.30612244897959184,-0.6326530612244898,0.3201467056846561,0.33888940832476266,0.02,5.85
-0.30612244897959184,-0.5918367346938775,0.27664984011894433,0.29299016566226654,0.02,5.91
-0.30612244897959184,-0.5510204081632653,0.23885137254773864,0.25015087251060353,0.01,4.73
-0.30612244897959184,-0.5102040816326531,0.20197354022342653,0.2103715288697736,0.01,4.16
-0.30612244897959184,-0.46938775510204084,0.1674842006202572,0.17365213473977686,0.01,3.68
-0.30612244897959184,-0.42857142857142855,0.13418946440133656,0.13999269012061302,0.01,4.32
-0.30612244897959184,-0.3877551020408163,0.10626332698718684,0.10939319501228227,0.0,2.95
-0.30612244897959184,-0.3469387755102041,0.07515990859926984,0.08185364941478472,0.01,8.91
-0.30612244897959184,-0.30612244897959184,0.05598433462490802,0.05737405332812008,0.0,2.48
-0.30612244897959184,-0.2653061224489796,0.03368475251568953,0.03595440675228861,0.0,6.74
-0.30612244897959184,-0.22448979591836735,0.01566672287901736,0.017594709687290197,0.0,12.31
-0.30612244897959184,-0.1836734693877551,-0.00026174414606602826,0.0022949621331248057,0.0,976.8
-0.30612244897959184,-0.14285714285714285,-0.011370668589739452,-0.009944835910207504,0.0,12.54
-0.30612244897959184,-0.10204081632653061,-0.018752063153546147,-0.01912468444270669,0.0,1.99
-0.30612244897959184,-0.061224489795918366,-0.019140743572191785,-0.02524458346437285,0.01,31.89
-0.30612244897959184,-0.02040816326530612,-0.027815901903461927,-0.028304532975205902,0.0,1.76
-0.30612244897959184,0.02040816326530612,-0.023041572174863734,-0.028304532975205902,0.01,22.84
-0.30612244897959184,0.061224489795918366,-0.02269289135611202,-0.02524458346437285,0.0,11.24
-0.30612244897959184,0.10204081632653061,-0.016555527470029013,-0.01912468444270669,0.0,15.52
-0.30612244897959184,0.14285714285714285,-0.00731929668898427,-0.009944835910207504,0.0,35.87
-0.30612244897959184,0.1836734693877551,0.0030593823900075218,0.0022949621331248057,0.0,24.99
-0.30612244897959184,0.22448979591836735,0.018510435197764356,0.017594709687290197,0.0,4.95
-0.30612244897959184,0.2653061224489796,0.03314163650010868,0.03595440675228861,0.0,8.49
-0.30612244897959184,0.30612244897959184,0.05165731002877964,0.05737405332812008,0.01,11.07
-0.30612244897959184,0.3469387755102041,0.07760050582490217,0.08185364941478472,0.0,5.48
-0.30612244897959184,0.3877551020408163,0.10545628781704533,0.10939319501228227,0.0,3.73
-0.30612244897959184,0.42857142857142855,0.13541140807438892,0.13999269012061302,0.0,3.38
-0.30612244897959184,0.46938775510204084,0.16454937623477933,0.17365213473977686,0.01,5.53
-0.30612244897959184,0.5102040816326531,0.1979848832288567,0.2103715288697736,0.01,6.26
-0.30612244897959184,0.5510204081632653,0.23943122648803694,0.25015087251060353,0.01,4.48
-0.30612244897959184,0.5918367346938775,0.275522035374265,0.29299016566226654,0.02,6.34
-0.30612244897959184,0.6326530612244898,0.3170936664134103,0.33888940832476266,0.02,6.87
-0.30612244897959184,0.673469387755102,0.36570617834364233,0.3878486004980919,0.02,6.05
-0.30612244897959184,0.7142857142857143,0.4158832957803723,0.43986774218225405,0.02,5.77
