x position,y position,Simulation Output (V),Analytical Output (V),Absolute error (%),Relative error (%)
-0.8367346938775511,-0.42857142857142855,1.2987250706691225e9,2.122488620069239e9,8.237635494e8,63.43
-0.8367346938775511,-0.3877551020408163,1.575387231709704e9,2.7065190140721383e9,1.13113178236e9,71.8
-0.8367346938775511,-0.3469387755102041,1.8835629036327114e9,3.2224646125542364e9,1.33890170892e9,71.08
-0.8367346938775511,-0.30612244897959184,2.1579943054583044e9,3.6732436437754083e9,1.51524933832e9,70.22
-0.8367346938775511,-0.2653061224489796,2.388139217005788e9,4.061522353443948e9,1.67338313644e9,70.07
-0.8367346938775511,-0.22448979591836735,2.5163098085590067e9,4.389693411503969e9,1.87338360294e9,74.45
-0.8367346938775511,-0.1836734693877551,2.719322581180854e9,4.659854838251598e9,1.94053225707e9,71.36
-0.8367346938775511,-0.14285714285714285,2.8392744084594183e9,4.873790092639188e9,2.03451568418e9,71.66
-0.8367346938775511,-0.10204081632653061,2.887693117207316e9,5.032950014792777e9,2.14525689759e9,74.29
-0.8367346938775511,-0.061224489795918366,3.029440724666503e9,5.138437321328929e9,2.10899659666e9,69.62
-0.8367346938775511,-0.02040816326530612,3.018875581552955e9,5.190994307098002e9,2.17211872555e9,71.95
-0.8367346938775511,0.02040816326530612,3.06110149596323e9,5.190994307098002e9,2.12989281113e9,69.58
-0.8367346938775511,0.061224489795918366,2.992391837564806e9,5.138437321328929e9,2.14604548376e9,71.72
-0.8367346938775511,0.10204081632653061,2.917891812457902e9,5.032950014792777e9,2.11505820233e9,72.49
-0.8367346938775511,0.14285714285714285,2.837278496843124e9,4.873790092639188e9,2.0365115958e9,71.78
-0.8367346938775511,0.1836734693877551,2.735243243989032e9,4.659854838251598e9,1.92461159426e9,70.36
-0.8367346938775511,0.22448979591836735,2.531774666962298e9,4.389693411503969e9,1.85791874454e9,73.38
-0.8367346938775511,0.2653061224489796,2.3335492123911915e9,4.061522353443948e9,1.72797314105e9,74.05
-0.8367346938775511,0.30612244897959184,2.1548472829309506e9,3.6732436437754083e9,1.51839636084e9,70.46
-0.8367346938775511,0.3469387755102041,1.878550364977269e9,3.2224646125542364e9,1.34391424758e9,71.54
-0.8367346938775511,0.3877551020408163,1.56226157849222e9,2.7065190140721383e9,1.14425743558e9,73.24
-0.8367346938775511,0.42857142857142855,1.3303153238586807e9,2.122488620069239e9,7.9217329621e8,59.55
-0.8367346938775511,0.46938775510204084,9.639707967736866e8,1.4672247691456394e9,5.0325397237e8,52.21
-0.8367346938775511,0.5102040816326531,6.292257375879121e8,7.373694067533557e8,1.0814366917e8,17.19
-0.7959183673469388,-0.5918367346938775,4.5487846595620906e8,3.0450923451756215e8,1.5036923144e8,33.06
-0.7959183673469388,-0.5510204081632653,8.314957815156302e8,1.1650050854455147e9,3.3350930393e8,40.11
-0.7959183673469388,-0.5102040816326531,1.2031749371096745e9,1.9451024910476995e9,7.4192755394e8,61.66
-0.7959183673469388,-0.46938775510204084,1.561156143326242e9,2.6486222205378785e9,1.08746607721e9,69.66
-0.7959183673469388,-0.42857142857142855,1.9431957829976177e9,3.279218216875418e9,1.33602243388e9,68.75
-0.7959183673469388,-0.3877551020408163,2.2123231686399903e9,3.8403574311619573e9,1.62803426252e9,73.59
-0.7959183673469388,-0.3469387755102041,2.521306506956587e9,4.335298214862508e9,1.81399170791e9,71.95
-0.7959183673469388,-0.30612244897959184,2.7460631351597667e9,4.767067525086262e9,2.02100438993e9,73.6
-0.7959183673469388,-0.2653061224489796,2.952259635828628e9,5.138437321247092e9,2.18617768542e9,74.05
-0.7959183673469388,-0.22448979591836735,3.173808873092071e9,5.451900663512882e9,2.27809179042e9,71.78
-0.7959183673469388,-0.1836734693877551,3.299268966140507e9,5.709648153311701e9,2.41037918717e9,73.06
-0.7959183673469388,-0.14285714285714285,3.437375273921346e9,5.913545468660436e9,2.47617019474e9,72.04
-0.7959183673469388,-0.10204081632653061,3.5193716245592093e9,6.065112824548094e9,2.54574119999e9,72.34
-0.7959183673469388,-0.061224489795918366,3.6439099059321604e9,6.165507213392234e9,2.52159730746e9,69.2
-0.7959183673469388,-0.02040816326530612,3.6536520440112143e9,6.215508238585974e9,2.56185619457e9,70.12
-0.7959183673469388,0.02040816326530612,3.6467865357928934e9,6.215508238585974e9,2.56872170279e9,70.44
-0.7959183673469388,0.061224489795918366,3.667379766438414e9,6.165507213392234e9,2.49812744695e9,68.12
