x position,y position,Simulation Output (°C),Analytical Output (°C),Absolute error (%),Relative error (%)
-0.9661016949152542,-0.0847457627118644,0.9519417950712178,0.9550006868903631,0.0,0.32
-0.9661016949152542,-0.05084745762711865,0.9524545853168892,0.9620938944505892,0.01,1.01
-0.9661016949152542,-0.01694915254237288,0.9523128291251911,0.965655744647197,0.01,1.4
-0.9661016949152542,0.01694915254237288,0.9522606258740034,0.965655744647197,0.01,1.41
-0.9661016949152542,0.05084745762711865,0.9525191593158377,0.9620938944505892,0.01,1.01
-0.9661016949152542,0.0847457627118644,0.9519079610292918,0.9550006868903631,0.0,0.32
-0.9322033898305084,-0.15254237288135594,0.9207979071084214,0.8953339821420567,0.03,2.77
-0.9322033898305084,-0.11864406779661017,0.923120216733541,0.9097644946962988,0.01,1.45
-0.9322033898305084,-0.0847457627118644,0.9225163084358441,0.920702502127307,0.0,0.2
-0.9322033898305084,-0.05084745762711865,0.9217342020877949,0.9280503467241089,0.01,0.69
-0.9322033898305084,-0.01694915254237288,0.9215789496907207,0.9317412293316142,0.01,1.1
-0.9322033898305084,0.01694915254237288,0.9217758609329062,0.9317412293316142,0.01,1.08
-0.9322033898305084,0.05084745762711865,0.9219525450145621,0.9280503467241089,0.01,0.66
-0.9322033898305084,0.0847457627118644,0.9225880499969602,0.920702502127307,0.0,0.2
-0.9322033898305084,0.11864406779661017,0.9231438422136293,0.9097644946962988,0.01,1.45
-0.9322033898305084,0.15254237288135594,0.920790694196071,0.8953339821420567,0.03,2.76
-0.8983050847457628,-0.15254237288135594,0.8931754853563953,0.8600890784585583,0.03,3.7
-0.8983050847457628,-0.11864406779661017,0.8923051829631298,0.8750360754056127,0.02,1.94
-0.8983050847457628,-0.0847457627118644,0.8911890211855639,0.8863745876418302,0.0,0.54
-0.8983050847457628,-0.05084745762711865,0.8907552689158289,0.8939958964035942,0.0,0.36
-0.8983050847457628,-0.01694915254237288,0.8899197905908931,0.8978254913372722,0.01,0.89
-0.8983050847457628,0.01694915254237288,0.8902462818444545,0.8978254913372722,0.01,0.85
-0.8983050847457628,0.05084745762711865,0.8903748270269043,0.8939958964035942,0.0,0.41
-0.8983050847457628,0.0847457627118644,0.8910242775836306,0.8863745876418302,0.0,0.52
-0.8983050847457628,0.11864406779661017,0.8919714811947006,0.8750360754056127,0.02,1.9
-0.8983050847457628,0.15254237288135594,0.8931269260015224,0.8600890784585583,0.03,3.7
-0.864406779661017,-0.1864406779661017,0.8628837206323098,0.8056670619222915,0.06,6.63
-0.864406779661017,-0.15254237288135594,0.8625186178615533,0.8247439575344636,0.04,4.38
-0.864406779661017,-0.11864406779661017,0.8607666382214332,0.8402445833002502,0.02,2.38
-0.864406779661017,-0.0847457627118644,0.8601563718764677,0.8520135196773242,0.01,0.95
-0.864406779661017,-0.05084745762711865,0.8592542704443925,0.8599292706113625,0.0,0.08
-0.864406779661017,-0.01694915254237288,0.8586809379595977,0.8639083869416696,0.01,0.61
-0.864406779661017,0.01694915254237288,0.859107031825834,0.8639083869416696,0.0,0.56
-0.864406779661017,0.05084745762711865,0.859220413772303,0.8599292706113625,0.0,0.08
-0.864406779661017,0.0847457627118644,0.8597436493975167,0.8520135196773242,0.01,0.9
-0.864406779661017,0.11864406779661017,0.8612588850278294,0.8402445833002502,0.02,2.44
-0.864406779661017,0.15254237288135594,0.8624793470960782,0.8247439575344636,0.04,4.38
-0.864406779661017,0.1864406779661017,0.8629522538368286,0.8056670619222915,0.06,6.64
-0.8305084745762712,-0.22033898305084745,0.8307467232971503,0.7462350042018292,0.08,10.17
-0.8305084745762712,-0.1864406779661017,0.8324858520037646,0.7695029591052718,0.06,7.57
-0.8305084745762712,-0.15254237288135594,0.8306195038724923,0.7892872451256714,0.04,4.98
-0.8305084745762712,-0.11864406779661017,0.8294233422500776,0.8053826389107794,0.02,2.9
-0.8305084745762712,-0.0847457627118644,0.8281512622644458,0.8176153312536452,0.01,1.27
-0.8305084745762712,-0.05084745762711865,0.8270498190284122,0.8258489907602931,0.0,0.15
-0.8305084745762712,-0.01694915254237288,0.8269333572422877,0.8299897489838364,0.0,0.37
-0.8305084745762712,0.01694915254237288,0.8272323962098959,0.8299897489838364,0.0,0.33
-0.8305084745762712,0.05084745762711865,0.8271518670557756,0.8258489907602931,0.0,0.16
-0.8305084745762712,0.0847457627118644,0.8278582705820167,0.8176153312536452,0.01,1.24
-0.8305084745762712,0.11864406779661017,0.8290755582045668,0.8053826389107794,0.02,2.86
-0.8305084745762712,0.15254237288135594,0.8305250354405516,0.7892872451256714,0.04,4.97
-0.8305084745762712,0.1864406779661017,0.832429994686256,0.7695029591052718,0.06,7.56
-0.8305084745762712,0.22033898305084745,0.8309744856969126,0.7462350042018292,0.08,10.2
-0.7966101694915254,-0.22033898305084745,0.801785059046996,0.7090424397109858,0.09,11.57
-0.7966101694915254,-0.1864406779661017,0.8008060320255984,0.7331629705470369,0.07,8.45
-0.7966101694915254,-0.15254237288135594,0.7986968831757782,0.7537058234210195,0.04,5.63
-0.7966101694915254,-0.11864406779661017,0.7968781324022152,0.7704416820139651,0.03,3.32
-0.7966101694915254,-0.0847457627118644,0.7957095080555481,0.7831754007872994,0.01,1.58
-0.7966101694915254,-0.05084745762711865,0.7949185991638723,0.791753329354482,0.0,0.4
-0.7966101694915254,-0.01694915254237288,0.7948257502603054,0.7960693818846014,0.0,0.16
-0.7966101694915254,0.01694915254237288,0.7945553901635191,0.7960693818846014,0.0,0.19
-0.7966101694915254,0.05084745762711865,0.7953514339000561,0.791753329354482,0.0,0.45
-0.7966101694915254,0.0847457627118644,0.7958723779527282,0.7831754007872994,0.01,1.6
-0.7966101694915254,0.11864406779661017,0.7970944101614503,0.7704416820139651,0.03,3.34
-0.7966101694915254,0.15254237288135594,0.7986476065281856,0.7537058234210195,0.04,5.63
-0.7966101694915254,0.1864406779661017,0.8006207500060011,0.7331629705470369,0.07,8.43
-0.7966101694915254,0.22033898305084745,0.8015996551352966,0.7090424397109858,0.09,11.55
-0.7627118644067796,-0.22033898305084745,0.7703869426424457,0.6715953006979888,0.1,12.82
-0.7627118644067796,-0.1864406779661017,0.7682218544314617,0.6966266321543745,0.07,9.32
